"id","country_id","name","sequence","timestamp"
"40","29","4 towns","2","2016-06-08 03:59:02"
"41","29","2 cities","3","2016-06-08 03:59:02"
"42","20","6 oblasts","1","2016-06-08 03:59:02"
"43","20","1 city","2","2016-06-08 03:59:02"
"44","22","6 districts","1","2016-06-08 03:59:02"
"45","40","10 provinces","1","2016-06-08 03:59:02"
"46","40","3 territories","2","2016-06-08 03:59:02"
"47","51","1 city","1","2016-06-08 03:59:02"
"48","51","10 provinces","2","2016-06-08 03:59:02"
"49","42","1 commune","1","2016-06-08 03:59:02"
"50","42","14 prefectures","2","2016-06-08 03:59:02"
"51","42","2 economic prefectures","3","2016-06-08 03:59:02"
"52","50","12 departments","1","2016-06-08 03:59:02"
"53","215","26 cantons","1","2016-06-08 03:59:02"
"54","59","12 districts","1","2016-06-08 03:59:02"
"55","59","2 autonomous districts","2","2016-06-08 03:59:02"
"56","44","15 regions","1","2016-06-08 03:59:02"
"57","39","10 regions","1","2016-06-08 03:59:02"
"58","45","4 municipalities","1","2016-06-08 03:59:02"
"59","45","23 provinces","2","2016-06-08 03:59:02"
"60","45","5 autonomous regions","3","2016-06-08 03:59:02"
"61","45","2 special administrative regions","4","2016-06-08 03:59:02"
"62","48","1 capital district","1","2016-06-08 03:59:02"
"63","48","32 departments","2","2016-06-08 03:59:02"
"64","53","7 provinces","1","2016-06-08 03:59:02"
"65","55","15 provinces","1","2016-06-08 03:59:02"
"66","55","1 special municipality","2","2016-06-08 03:59:02"
"67","37","2 geographical regions","1","2016-06-08 03:59:02"
"68","37","22 municipalities","2","2016-06-08 03:59:02"
"69","57","6 districts","1","2016-06-08 03:59:02"
"70","58","14 regions","1","2016-06-08 03:59:02"
"71","58","91 districts","2","2016-06-08 03:59:02"
"72","82","16 Länder","1","2016-06-08 03:59:02"
"73","61","5 regions","1","2016-06-08 03:59:02"
"74","61","1 city","2","2016-06-08 03:59:02"
"75","60","5 regions","1","2016-06-08 03:59:02"
"76","62","10 parishes","1","2016-06-08 03:59:02"
"77","63","10 regions","1","2016-06-08 03:59:02"
"78","63","1 district","2","2016-06-08 03:59:02"
"79","63","31 provinces","3","2016-06-08 03:59:02"
"80","3","48 provinces","1","2016-06-08 03:59:02"
"81","64","24 provinces","1","2016-06-08 03:59:02"
"82","69","15 counties","1","2016-06-08 03:59:02"
"83","65","27 governorates","1","2016-06-08 03:59:02"
"84","68","6 regions","1","2016-06-08 03:59:02"
"85","208","17 autonomous communities","1","2016-06-08 03:59:02"
"86","208","2 autonomous cities in North Africa","2","2016-06-08 03:59:02"
"87","208","50 provinces","3","2016-06-08 03:59:02"
"88","70","2 administrations","1","2016-06-08 03:59:02"
"89","70","9 states","2","2016-06-08 03:59:02"
"90","74","19 regions","1","2016-06-08 03:59:02"
"91","73","4 divisions","1","2016-06-08 03:59:02"
"92","73","1 dependency","2","2016-06-08 03:59:02"
"93","73","14 provinces","3","2016-06-08 03:59:02"
"94","144","4 states","1","2016-06-08 03:59:02"
"95","75","22 metropolitan regions","1","2016-06-08 03:59:02"
"96","75","overseas departments","2","2016-06-08 03:59:02"
"97","75","96 metropolitan departments","3","2016-06-08 03:59:02"
"98","75","1 dependency","4","2016-06-08 03:59:02"
"99","75","7 overseas territorial collectivities","5","2016-06-08 03:59:02"
"100","79","9 provinces","1","2016-06-08 03:59:02"
"101","234","3 countries","1","2016-06-08 03:59:02"
"102","234","1 province","2","2016-06-08 03:59:02"
"103","234","78 unitary authorities","3","2016-06-08 03:59:02"
"104","234","27 two-tier counties","4","2016-06-08 03:59:02"
"105","234","32 london boroughs","5","2016-06-08 03:59:02"
"106","234","1 city corporation","6","2016-06-08 03:59:02"
"107","234","36 metropolitan districts","7","2016-06-08 03:59:02"
"108","234","11 districts","8","2016-06-08 03:59:02"
"109","234","32 council areas","9","2016-06-08 03:59:02"
"110","87","6 parishes","1","2016-06-08 03:59:02"
"111","87","1 dependency","2","2016-06-08 03:59:02"
"112","81","2 autonomous republics","1","2016-06-08 03:59:02"
"113","81","1 city","2","2016-06-08 03:59:02"
"114","81","9 regions","3","2016-06-08 03:59:02"
"115","83","10 regions","1","2016-06-08 03:59:02"
"116","86","4 municipalities","1","2016-06-08 03:59:02"
"117","80","1 city","1","2016-06-08 03:59:02"
"118","80","5 divisions","2","2016-06-08 03:59:02"
"119","92","7 administrative regions","1","2016-06-08 03:59:02"
"120","92","1 governorate","2","2016-06-08 03:59:02"
"121","92","33 prefectures","3","2016-06-08 03:59:02"
"122","67","2 regions","1","2016-06-08 03:59:02"
"123","67","7 provinces","2","2016-06-08 03:59:02"
"124","85","13 administrative regions","1","2016-06-08 03:59:02"
"125","85","51 departments","2","2016-06-08 03:59:02"
"126","85","1 self-governed part","3","2016-06-08 03:59:02"
"127","90","22 departments","1","2016-06-08 03:59:02"
"128","93","3 provinces","1","2016-06-08 03:59:02"
"129","93","1 autonomous sector","2","2016-06-08 03:59:02"
"130","93","8 regions","3","2016-06-08 03:59:02"
"131","94","10 regions","1","2016-06-08 03:59:02"
"132","98","18 departments","1","2016-06-08 03:59:02"
"133","54","1 city","1","2016-06-08 03:59:02"
"134","54","20 counties","2","2016-06-08 03:59:02"
"135","95","10 departments","1","2016-06-08 03:59:02"
"136","100","1 capital city","1","2016-06-08 03:59:02"
"137","100","19 counties","2","2016-06-08 03:59:02"
"138","100","23 cities of county right","3","2016-06-08 03:59:02"
"139","103","7 geographical units","1","2016-06-08 03:59:02"
"140","103","1 autonomous province","2","2016-06-08 03:59:02"
"141","103","31 provinces","3","2016-06-08 03:59:02"
"142","103","1 special district","4","2016-06-08 03:59:02"
"143","103","1 special region","5","2016-06-08 03:59:02"
"144","106","4 provinces","1","2016-06-08 03:59:02"
"145","106","26 counties","2","2016-06-08 03:59:02"
"146","108","6 districts","1","2016-06-08 03:59:02"
"147","102","29 states","1","2016-06-08 03:59:02"
"148","102","7 union territories","2","2016-06-08 03:59:02"
"149","105","18 governorates","1","2016-06-08 03:59:02"
"150","104","31 provinces","1","2016-06-08 03:59:02"
"151","101","8 regions","1","2016-06-08 03:59:02"
"152","109","20 regions","1","2016-06-08 03:59:02"
"153","109","110 provinces","2","2016-06-08 03:59:02"
"154","110","14 parishes","1","2016-06-08 03:59:02"
"155","113","12 governorates","1","2016-06-08 03:59:02"
"156","111","47 prefectures","1","2016-06-08 03:59:02"
"157","115","47 counties","1","2016-06-08 03:59:02"
"158","120","2 cities","1","2016-06-08 03:59:02"
"159","120","7 regions","2","2016-06-08 03:59:02"
"160","38","1 autonomous municipality","1","2016-06-08 03:59:02"
"161","38","24 provinces","2","2016-06-08 03:59:02"
"162","116","3 groups of islands","1","2016-06-08 03:59:02"
"163","49","3 islands","1","2016-06-08 03:59:02"
"164","186","2 states","1","2016-06-08 03:59:02"
"165","186","14 parishes","2","2016-06-08 03:59:02"
"166","117","1 capital city","1","2016-06-08 03:59:02"
"167","117","1 special city","2","2016-06-08 03:59:02"
"168","117","9 provinces","3","2016-06-08 03:59:02"
"169","118","6 metropolitan cities","1","2016-06-08 03:59:02"
"170","118","1 special city","2","2016-06-08 03:59:02"
"171","118","1 special self-governing city","3","2016-06-08 03:59:02"
"172","118","8 provinces","4","2016-06-08 03:59:02"
"173","118","1 special self-governing province","5","2016-06-08 03:59:02"
"174","119","6 governorates","1","2016-06-08 03:59:02"
"175","114","2 cities","1","2016-06-08 03:59:02"
"176","114","14 regions","2","2016-06-08 03:59:02"
"177","121","1 prefecture","1","2016-06-08 03:59:02"
"178","121","17 provinces","2","2016-06-08 03:59:02"
"179","123","8 governorates","1","2016-06-08 03:59:02"
"180","187","10 districts","1","2016-06-08 03:59:02"
"181","127","11 communes","1","2016-06-08 03:59:02"
"182","209","9 provinces","1","2016-06-08 03:59:02"
"183","209","25 districts","2","2016-06-08 03:59:02"
"184","125","15 counties","1","2016-06-08 03:59:02"
"185","124","10 districts","1","2016-06-08 03:59:02"
"186","128","10 counties","1","2016-06-08 03:59:02"
"187","128","9 municipalities","2","2016-06-08 03:59:02"
"188","128","7 city municipalities","3","2016-06-08 03:59:02"
"189","128","44 district municipalities","4","2016-06-08 03:59:02"
"190","129","12 cantons","1","2016-06-08 03:59:02"
"191","122","110 municipalities","1","2016-06-08 03:59:02"
"192","122","9 republican cities","2","2016-06-08 03:59:02"
"193","126","22 popularates","1","2016-06-08 03:59:02"
"194","150","16 regions","1","2016-06-08 03:59:02"
"195","150","46 provinces","2","2016-06-08 03:59:02"
"196","150","17 prefectures","3","2016-06-08 03:59:02"
"197","146","17 quarters","1","2016-06-08 03:59:02"
"198","145","1 autonomous territorial unit","1","2016-06-08 03:59:02"
"199","145","3 cities","2","2016-06-08 03:59:02"
"200","145","32 districts","3","2016-06-08 03:59:02"
"201","145","1 territorial unit","4","2016-06-08 03:59:02"
"202","148","23 municipalities","1","2016-06-08 03:59:02"
"203","132","6 provinces","1","2016-06-08 03:59:02"
"204","138","2 chains of islands","1","2016-06-08 03:59:02"
"205","138","24 municipalities","2","2016-06-08 03:59:02"
"206","131","71 municipalities","1","2016-06-08 03:59:02"
"207","136","1 district","1","2016-06-08 03:59:02"
"208","136","8 regions","2","2016-06-08 03:59:02"
"209","152","7 regions","1","2016-06-08 03:59:02"
"210","152","7 states","2","2016-06-08 03:59:02"
"211","152","1 union territory","3","2016-06-08 03:59:02"
"212","147","1 capital city","1","2016-06-08 03:59:02"
"213","147","21 provinces","2","2016-06-08 03:59:02"
"214","140","15 regions","1","2016-06-08 03:59:02"
"215","137","68 local councils","1","2016-06-08 03:59:02"
"216","141","3 dependencies","1","2016-06-08 03:59:02"
"217","141","9 districts","2","2016-06-08 03:59:02"
"218","135","7 provinces","1","2016-06-08 03:59:02"
"219","135","1 capital","2","2016-06-08 03:59:02"
"220","135","20 administrative atolls","3","2016-06-08 03:59:02"
"221","133","3 regions","1","2016-06-08 03:59:02"
"222","133","28 districts","2","2016-06-08 03:59:02"
"223","143","31 states","1","2016-06-08 03:59:02"
"224","143","1 federal district","2","2016-06-08 03:59:02"
"225","134","3 federal territories","1","2016-06-08 03:59:02"
"226","134","13 states","2","2016-06-08 03:59:02"
"227","151","1 city","1","2016-06-08 03:59:02"
"228","151","10 provinces","2","2016-06-08 03:59:02"
"229","153","14 regions","1","2016-06-08 03:59:02"
"230","160","1 urban community","1","2016-06-08 03:59:02"
"231","160","7 departments","2","2016-06-08 03:59:02"
"232","161","1 capital territory","1","2016-06-08 03:59:02"
"233","161","36 states","2","2016-06-08 03:59:02"
"234","159","15 departments","1","2016-06-08 03:59:02"
"235","159","2 autonomous regions","2","2016-06-08 03:59:02"
"236","156","12 provinces","1","2016-06-08 03:59:02"
"237","156","3 countries","2","2016-06-08 03:59:02"
"238","156","3 special municipalities","3","2016-06-08 03:59:02"
"239","165","19 counties","1","2016-06-08 03:59:02"
"240","165","2 arctic regions","2","2016-06-08 03:59:02"
"241","155","5 development regions","1","2016-06-08 03:59:02"
"242","155","14 zones","2","2016-06-08 03:59:02"
"243","154","14 districts","1","2016-06-08 03:59:02"
"244","158","16 regions","1","2016-06-08 03:59:02"
"245","158","1 special island authority","2","2016-06-08 03:59:02"
"246","166","11 governorates","1","2016-06-08 03:59:02"
"247","170","10 provinces","1","2016-06-08 03:59:02"
"248","170","3 indigenous regions","2","2016-06-08 03:59:02"
"249","173","25 regions","1","2016-06-08 03:59:02"
"250","173","1 municipality","2","2016-06-08 03:59:02"
"251","171","1 district","1","2016-06-08 03:59:02"
"252","171","20 provinces","2","2016-06-08 03:59:02"
"253","171","1 autonomous region","3","2016-06-08 03:59:02"
"254","174","17 regions","1","2016-06-08 03:59:02"
"255","174","81 provinces","2","2016-06-08 03:59:02"
"256","167","1 federal capital territory","1","2016-06-08 03:59:02"
"257","167","4 provinces","2","2016-06-08 03:59:02"
"258","167","1 territory","3","2016-06-08 03:59:02"
"259","167","2 Pakistan administered areas","4","2016-06-08 03:59:02"
"260","176","16 provinces","1","2016-06-08 03:59:02"
"261","169","16 governorates","1","2016-06-08 03:59:02"
"262","177","18 districts","1","2016-06-08 03:59:02"
"263","177","2 autonomous regions","2","2016-06-08 03:59:02"
"264","168","16 states","1","2016-06-08 03:59:02"
"265","172","1 capital","1","2016-06-08 03:59:02"
"266","172","17 departments","2","2016-06-08 03:59:02"
"267","179","7 municipalities","1","2016-06-08 03:59:02"
"268","180","41 departments","1","2016-06-08 03:59:02"
"269","180","1 municipality","2","2016-06-08 03:59:02"
"270","196","2 autonomous provinces","1","2016-06-08 03:59:02"
"271","196","1 city","2","2016-06-08 03:59:02"
"272","196","29 districts","3","2016-06-08 03:59:02"
"273","181","21 republics","1","2016-06-08 03:59:02"
"274","181","9 administrative territories","2","2016-06-08 03:59:02"
"275","181","46 administrative regions","3","2016-06-08 03:59:02"
"276","181","2 autonomous cities","4","2016-06-08 03:59:02"
"277","181","1 autonomous region","5","2016-06-08 03:59:02"
"278","181","4 autonomous districts","6","2016-06-08 03:59:02"
"279","182","1 town council","1","2016-06-08 03:59:02"
"280","182","4 provinces","2","2016-06-08 03:59:02"
"281","194","13 provinces","1","2016-06-08 03:59:02"
"282","203","1 capital territory","1","2016-06-08 03:59:02"
"283","203","9 provinces","2","2016-06-08 03:59:02"
"284","197","25 districts","1","2016-06-08 03:59:02"
"285","210","18 states","1","2016-06-08 03:59:02"
"286","214","21 counties","1","2016-06-08 03:59:02"
"287","199","5 districts","1","2016-06-08 03:59:02"
"288","185","3 geographical entities","1","2016-06-08 03:59:02"
"289","202","211 communes","1","2016-06-08 03:59:02"
"290","201","8 regions","1","2016-06-08 03:59:02"
"291","198","1 area","1","2016-06-08 03:59:02"
"292","198","3 provinces","2","2016-06-08 03:59:02"
"293","192","9 municipalities","1","2016-06-08 03:59:02"
"294","195","14 regions","1","2016-06-08 03:59:02"
"295","204","18 regions","1","2016-06-08 03:59:02"
"296","211","10 districts","1","2016-06-08 03:59:02"
"297","207","10 states","1","2016-06-08 03:59:02"
"298","193","2 provinces","1","2016-06-08 03:59:02"
"299","66","14 departments","1","2016-06-08 03:59:02"
"300","216","14 provinces","1","2016-06-08 03:59:02"
"301","213","4 districts","1","2016-06-08 03:59:02"
"302","43","23 regions","1","2016-06-08 03:59:02"
"303","222","5 regions","1","2016-06-08 03:59:02"
"304","220","1 metropolitan administration","1","2016-06-08 03:59:02"
"305","220","1 special administrative city","2","2016-06-08 03:59:02"
"306","220","76 provinces","3","2016-06-08 03:59:02"
"307","218","1 autonomous region","1","2016-06-08 03:59:02"
"308","218","2 regions","2","2016-06-08 03:59:02"
"309","218","1 capital territory","3","2016-06-08 03:59:02"
"310","221","13 districts","1","2016-06-08 03:59:02"
"311","228","5 regions","1","2016-06-08 03:59:02"
"312","228","1 city","2","2016-06-08 03:59:02"
"313","226","24 governorates","1","2016-06-08 03:59:02"
"314","224","5 divisions","1","2016-06-08 03:59:02"
"315","227","81 provinces","1","2016-06-08 03:59:02"
"316","225","9 regions","1","2016-06-08 03:59:02"
"317","225","5 municipalities","2","2016-06-08 03:59:02"
"318","225","1 ward","3","2016-06-08 03:59:02"
"319","230","1 town council","1","2016-06-08 03:59:02"
"320","230","7 island councils","2","2016-06-08 03:59:02"
"321","217","13 districts","1","2016-06-08 03:59:02"
"322","217","3 municipalities","2","2016-06-08 03:59:02"
"323","217","6 special municipalities","3","2016-06-08 03:59:02"
"324","219","30 regions","1","2016-06-08 03:59:02"
"325","232","24 regions","1","2016-06-08 03:59:02"
"326","232","1 republic","2","2016-06-08 03:59:02"
"327","232","2 cities","3","2016-06-08 03:59:02"
"328","231","4 geographical regions","1","2016-06-08 03:59:02"
"329","231","111 districts","2","2016-06-08 03:59:02"
"330","231","1 city","3","2016-06-08 03:59:02"
"331","235","9 islands, groups of islands","1","2016-06-08 03:59:02"
"332","236","50 states","1","2016-06-08 03:59:02"
"333","236","1 district","2","2016-06-08 03:59:02"
"334","236","6 outlying areas","3","2016-06-08 03:59:02"
"335","237","19 departments","1","2016-06-08 03:59:02"
"336","238","1 city","1","2016-06-08 03:59:02"
"337","238","12 regions","2","2016-06-08 03:59:02"
"338","238","1 republic","3","2016-06-08 03:59:02"
"339","190","6 parishes","1","2016-06-08 03:59:02"
"340","240","1 federal dependency","1","2016-06-08 03:59:02"
"341","240","1 federal district","2","2016-06-08 03:59:02"
"342","240","23 states","3","2016-06-08 03:59:02"
"343","241","58 provinces","1","2016-06-08 03:59:02"
"344","241","5 municipalities","2","2016-06-08 03:59:02"
"345","239","6 provinces","1","2016-06-08 03:59:02"
"346","244","3 administrative precincts","1","2016-06-08 03:59:02"
"347","191","11 districts","1","2016-06-08 03:59:02"
"348","246","1 municipality","1","2016-06-08 03:59:02"
"349","246","21 governorates","2","2016-06-08 03:59:02"
"350","205","9 provinces","1","2016-06-08 03:59:02"
"351","247","10 provinces","1","2016-06-08 03:59:02"
"352","248","10 provinces","1","2016-06-08 03:59:02"
